date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:21:45	2298/2298	---MCZ	200	added ('OK')	text/javascript	etag:W/%228a48a4b9d3bda5f3744b482868e81c2c%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-F3WQQQQK.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-F3WQQQQK.mjs	(from https://home/)
19:21:46	2218/2218	---MCZ	200	added ('OK')	text/javascript	etag:W/%227254fd3816d60113478e25898cc1d6f6%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-7UOKZZJU.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-7UOKZZJU.mjs	(from https://home/)
19:21:47	47609/47609	---MCZ	200	added ('OK')	text/javascript	etag:W/%2287ea05f24802664042509a5cea1f894c%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-C6CYBFIM.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-C6CYBFIM.mjs	(from https://home/)
19:21:48	1058/1058	---MCZ	200	added ('OK')	text/javascript	etag:W/%22750c8a9caa406d7b97ea018354d8a9e6%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-PJGYSX45.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-PJGYSX45.mjs	(from https://home/)
19:21:49	64775/64775	---MCZ	200	added ('OK')	text/javascript	etag:W/%220be788ce7f80ad2e9a18353099c57e26%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-JLQUJGFI.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-JLQUJGFI.mjs	(from https://home/)
19:21:50	44/44	---M--	200	added ('OK')	text/javascript	etag:%22f5fe0cab78140e0e5aa29f68ce8c2888%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-42U43NKG.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-42U43NKG.mjs	(from https://home/)
19:21:50	4948/4948	---MC-	200	added ('OK')	image/svg+xml	etag:%22bf8de8a83f599cfde9f7fa07c2bd4560%22	https://framerusercontent.com/images/Ne9jWcSrahdHV4sYujjzoTx6H9s.svg	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/Ne9jWcSrahdHV4sYujjzoTx6H9s.svg	(from https://home/)
19:21:51	333279/333279	---M-Z	200	added ('OK')	text/html	etag:%224b9f9c9ff4c367acddb7811c022e9992%22	https://home/where-to-buy	C:/Users/Sukuna/Desktop/sites/testcardv2/home/where-to-buy.html	(from https://home/)
19:21:53	662943/662943	---M-Z	200	added ('OK')	text/html	etag:%22029ee9504c119bbe1b2ea93c487d7ed5%22	https://home/clearscreen	C:/Users/Sukuna/Desktop/sites/testcardv2/home/clearscreen.html	(from https://home/)
19:21:54	490471/490471	---M-Z	200	added ('OK')	text/html	etag:%223dc1e93f9e54f648d51c8da2e19231d6%22	https://home/at-home-testing	C:/Users/Sukuna/Desktop/sites/testcardv2/home/at-home-testing.html	(from https://home/)
19:21:56	554073/554073	---M-Z	200	added ('OK')	text/html	etag:%223e3f98e0fbfbd51fa0bce05a04c7ea6d%22	https://home/pharmacies	C:/Users/Sukuna/Desktop/sites/testcardv2/home/pharmacies.html	(from https://home/)
19:21:57	374344/374344	---M-Z	200	added ('OK')	text/html	etag:%22f26f5c54dfa8c27e26b223ad43673c11%22	https://home/about	C:/Users/Sukuna/Desktop/sites/testcardv2/home/about.html	(from https://home/)
19:21:58	560718/560718	---M-Z	200	added ('OK')	text/html	etag:%2294df57df6fb51f6411b4e00bbafae323%22	https://home/support	C:/Users/Sukuna/Desktop/sites/testcardv2/home/support.html	(from https://home/)
19:21:59	446360/446360	---M-Z	200	added ('OK')	text/html	etag:%22545380c3c9185edda48abe39950d69a5%22	https://home/blog	C:/Users/Sukuna/Desktop/sites/testcardv2/home/blog.html	(from https://home/)
19:22:00	3043/3043	---MC-	200	added ('OK')	image/svg+xml	etag:%224b4303af21a893ad1e9a28d9bece0e4b%22	https://framerusercontent.com/images/aFQ2YTb1rSicRWLNVqKZqSS1NI.svg	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/aFQ2YTb1rSicRWLNVqKZqSS1NI.svg	(from https://home/)
19:22:00	5787/5787	---MC-	200	added ('OK')	image/svg+xml	etag:%221e4015a6d792b6028ed7d8443ae46311%22	https://framerusercontent.com/images/y4G457xTmka9VWkwx9bWQjFJy4.svg	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/y4G457xTmka9VWkwx9bWQjFJy4.svg	(from https://home/)
19:22:01	75116/75116	---MC-	200	added ('OK')	image/webp	etag:%2255784bc25a24462bbe65dd7550350fd3%22	https://framerusercontent.com/images/LIULUkseAD1V2tM0bdEunsOOT0.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/LIULUkseAD1V2tM0bdEunsOOT0.webp	(from https://home/)
19:22:01	18756/18756	---MC-	200	added ('OK')	image/webp	etag:%22ed119a779f719350cc24fc44324f64c0%22	https://framerusercontent.com/images/ZxRErnsyqJTfd9vZ9Yr7TY5gZ8.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/ZxRErnsyqJTfd9vZ9Yr7TY5gZ8.webp	(from https://home/)
19:22:03	24760/24760	---MC-	200	added ('OK')	image/webp	etag:%223ccf7c0d12d317a1ca17fe62fcfa4d9b%22	https://framerusercontent.com/images/WPq9p8KcrxCuYJ3Sdzhjno61g.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/WPq9p8KcrxCuYJ3Sdzhjno61g.webp	(from https://home/)
19:22:03	31304/31304	---MC-	200	added ('OK')	image/webp	etag:%221a7db92e74a1de1d11533ced85f47cb8%22	https://framerusercontent.com/images/WwuUPXWQN44mWLled1NicT9AkjU.webp?scale-down-to=1024	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/WwuUPXWQN44mWLled1NicT9AkjUbf23.webp	(from https://home/)
19:22:04	21806/21806	---MC-	200	added ('OK')	image/webp	etag:%2221caffdb2fd1659b225fed5cb7fbbe2b%22	https://framerusercontent.com/images/92I9NJDBoDgysBqvcn5WJXimZ5U.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/92I9NJDBoDgysBqvcn5WJXimZ5U.webp	(from https://home/)
19:22:04	26420/26420	---MC-	200	added ('OK')	image/webp	etag:%22e0ab86839488db46026bd3592a6ac742%22	https://framerusercontent.com/images/ZjJRDUVuZw7qAj8DG0wXJjhN70.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/ZjJRDUVuZw7qAj8DG0wXJjhN70.webp	(from https://home/)
19:22:05	6200/6200	---MC-	200	added ('OK')	image/webp	etag:%22be40772723f61b690d2ca0e8244d97e2%22	https://framerusercontent.com/images/1LdRfNs0D5inukRNGLvQ8XDlL80.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/1LdRfNs0D5inukRNGLvQ8XDlL80.webp	(from https://home/)
19:22:06	7448/7448	---MC-	200	added ('OK')	image/webp	etag:%2200c63fe4e112bcec7f76f48a9fade54e%22	https://framerusercontent.com/images/FaZSCJboNwOvgQKc0RcRXm5pxQ.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/FaZSCJboNwOvgQKc0RcRXm5pxQ.webp	(from https://home/)
19:22:06	32702/32702	---MC-	200	added ('OK')	image/webp	etag:%229ce33ce85a921ded1acd72100943420d%22	https://framerusercontent.com/images/lQKyTTucYcDfLzgd5NOglezBdU.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/lQKyTTucYcDfLzgd5NOglezBdU.webp	(from https://home/)
19:22:07	6174/6174	---MC-	200	added ('OK')	image/webp	etag:%22bac98db0f4ec6d59289156974f6cb527%22	https://framerusercontent.com/images/oULUuKS05VhA3rLQqPVK9uCfDME.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/oULUuKS05VhA3rLQqPVK9uCfDME.webp	(from https://home/)
19:22:08	28582/28582	---MC-	200	added ('OK')	image/webp	etag:%225dc48d6311754f4714113e8f6b9886fa%22	https://framerusercontent.com/images/AvvDMwV4R3OQPdqJOZvkxZ1d0.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/AvvDMwV4R3OQPdqJOZvkxZ1d0.webp	(from https://home/)
19:22:08	214/214	---MC-	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Dec%202023%2010:40:28%20GMT	https://framerusercontent.com/images/6tTbkXggWgQCAJ4DO2QEdXXmgM.svg	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/6tTbkXggWgQCAJ4DO2QEdXXmgM.svg	(from https://home/)
19:22:09	215/215	---MC-	200	added ('OK')	image/svg+xml	date:Mon,%2011%20Mar%202024%2005:06:39%20GMT	https://framerusercontent.com/images/11KSGbIZoRSg4pjdnUoif6MKHI.svg	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/11KSGbIZoRSg4pjdnUoif6MKHI.svg	(from https://home/)
19:22:09	6668/6668	---MC-	200	added ('OK')	image/webp	etag:%222b636e3ca7d81dba4d037eff2a688af9%22	https://framerusercontent.com/images/imvi89MEJvuSEDK24FqrJn43E6g.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/imvi89MEJvuSEDK24FqrJn43E6g.webp	(from https://home/)
19:22:10	5522/5522	---MC-	200	added ('OK')	image/webp	etag:%224dc71bf308195cb08aaa61acfca5f371%22	https://framerusercontent.com/images/0DVFIWOyn4jFAZS3LhzZoOtzzQ.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/0DVFIWOyn4jFAZS3LhzZoOtzzQ.webp	(from https://home/)
19:22:10	4904/4904	---MC-	200	added ('OK')	image/webp	etag:%22a6f919703081632ef4dc7803a6ee2077%22	https://framerusercontent.com/images/l3oty44WbG2lI64LuzcEgsb3X4.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/l3oty44WbG2lI64LuzcEgsb3X4.webp	(from https://home/)
19:22:10	7272/7272	---MC-	200	added ('OK')	image/webp	etag:%2255ed7efc470e222e223f46257a12c33c%22	https://framerusercontent.com/images/yuZhkZ0mQTGij6c5UMoolawQ.webp	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/yuZhkZ0mQTGij6c5UMoolawQ.webp	(from https://home/)
19:22:11	373/373	---MC-	200	added ('OK')	image/svg+xml	etag:%225ed81fefca0336ddc06fe43933d43d18%22	https://framerusercontent.com/images/8ApcDy4CcNkxGTtYcORp6l9h4a4.svg	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/8ApcDy4CcNkxGTtYcORp6l9h4a4.svg	(from https://home/)
19:22:11	12359/12359	---MC-	200	added ('OK')	image/svg+xml	etag:%2287c3ace20460176ccc2af8b87fc5b705%22	https://framerusercontent.com/images/vvvEX0xlWBWzlG5xOlbhotpAOM.svg	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/vvvEX0xlWBWzlG5xOlbhotpAOM.svg	(from https://home/)
19:22:13	452984/452984	---M-Z	200	added ('OK')	text/html	etag:%22040ab784e6758646507a61923bcb5954%22	https://home/terms-and-conditions	C:/Users/Sukuna/Desktop/sites/testcardv2/home/terms-and-conditions.html	(from https://home/)
19:22:15	417991/417991	---M-Z	200	added ('OK')	text/html	etag:%22ed0483afb63d73460ea483a8b46b9d43%22	https://home/privacy-policy	C:/Users/Sukuna/Desktop/sites/testcardv2/home/privacy-policy.html	(from https://home/)
19:22:16	327212/327212	---M-Z	200	added ('OK')	text/html	etag:%2261cd103547ff3db9deb88e721eefbe8f%22	https://home/cookie-policy	C:/Users/Sukuna/Desktop/sites/testcardv2/home/cookie-policy.html	(from https://home/)
19:22:17	302789/302789	---M-Z	200	added ('OK')	text/html	etag:%224e62feab896cfbd63ad70588551c29f3%22	https://home/net-zero-commitment	C:/Users/Sukuna/Desktop/sites/testcardv2/home/net-zero-commitment.html	(from https://home/)
19:22:18	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2031%20Aug%202024%2016:22:18%20GMT	https://fonts.gstatic.com/robots.txt		(from https://home/)
19:22:18	146/146	---M--	403	error ('Forbidden')	text/xml	date:Sat,%2031%20Aug%202024%2016:22:18%20GMT	https://framerusercontent.com/robots.txt		(from https://home/)
19:22:19	67588/67588	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c6c829b79080d6fba944920461b00986%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/-sN8AYzIyi9TShyatZFE2gT6Ay2JcJkDicq7Y8o5OrI.GD5DMPFD.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/-sN8AYzIyi9TShyatZFE2gT6Ay2JcJkDicq7Y8o5OrI.GD5DMPFD.mjs	(from https://home/where-to-buy)
19:22:20	11483/11483	---MCZ	200	added ('OK')	text/javascript	etag:W/%22fffbd1e1134a1adff5770e565970c61a%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-JPO7QEDX.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-JPO7QEDX.mjs	(from https://home/where-to-buy)
19:22:21	845/845	---M--	200	added ('OK')	text/javascript	etag:%22a602be85c8747b5a47ee0302a8a8a861%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-LBEKZ472.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-LBEKZ472.mjs	(from https://home/where-to-buy)
19:22:23	125151/125151	---MCZ	200	added ('OK')	text/javascript	etag:W/%22b85c73d55ab072c64951c99ad7d288af%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-IXIE3G3B.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-IXIE3G3B.mjs	(from https://home/where-to-buy)
19:22:23	1060/1060	---MCZ	200	added ('OK')	text/javascript	etag:W/%22346a5c9c8b047c3b38603a2173bb1944%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-JGB5P66H.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-JGB5P66H.mjs	(from https://home/where-to-buy)
19:22:24	16462/16462	---MCZ	200	added ('OK')	text/javascript	etag:W/%224aa8ef013642f8a21b22395046522a31%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-DCE4VNG3.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-DCE4VNG3.mjs	(from https://home/where-to-buy)
19:22:25	1060/1060	---MCZ	200	added ('OK')	text/javascript	etag:W/%22fbf4ac388c50e54df8cfe7df2492cf2b%22	https://framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-5RAJ3NZN.mjs	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/sites/6FeOyrQqMynUg0qvI3WILZ/chunk-5RAJ3NZN.mjs	(from https://home/where-to-buy)
19:22:27	186410/186410	---M-Z	404	error ('Not%20Found')	text/html	etag:%22a3ab2d03ce96d31faec39807c7552df3%22	https://home/[object%20Object]	C:/Users/Sukuna/Desktop/sites/testcardv2/home/[object%20Object].45.delayed	(from https://home/where-to-buy)
19:22:27	14758/14758	---MC-	200	added ('OK')	image/svg+xml	etag:%22a33f39b02458a2713c230066b90cbfbe%22	https://framerusercontent.com/images/On8DU55cPyvkHGnYqLQvz34RmY.svg	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/On8DU55cPyvkHGnYqLQvz34RmY.svg	(from https://home/where-to-buy)
19:22:28	370/370	---MC-	200	added ('OK')	image/svg+xml	etag:%22a57ad8e947f805b263abcc0337ca4c31%22	https://framerusercontent.com/images/Ovm1cu0557aFoJc9FkcwRUIW8.svg	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/Ovm1cu0557aFoJc9FkcwRUIW8.svg	(from https://home/where-to-buy)
19:22:29	780169/780169	---MC-	200	added ('OK')	image/png	etag:%22416cb2b82e556dd73bdd3348fb2dbff7%22	https://framerusercontent.com/images/Zm1YJ11aVB8dtRBQIVdzbpsko.png	C:/Users/Sukuna/Desktop/sites/testcardv2/framerusercontent.com/images/Zm1YJ11aVB8dtRBQIVdzbpsko.png	(from https://home/where-to-buy)
